Brand,Model,Variant,Engine Capacity (cc),Power (bhp),Torque (Nm),Mileage (km/l),Top Speed (km/h),Acceleration,Transmission,Fuel Tank (L),Front Brake,Rear Brake,Braking System,Front Suspension,Rear Suspension,Weight (kg),Seat Height (mm),Ground Clearance (mm),Wheelbase (mm),Features,Service Interval,Maintenance Cost,Price (₹),Launch Year,Fuel Type,5 Year TCO (₹),Images
Vespa,VXL 150,Dual Tone,149.5,10.64,11.26,40,95,8.8s,CVT,7.4,Disc,Drum,Single ABS,Single Side Arm,Mono Shock,115.0,770.0,155.0,1290.0,"Dual Tone Colors, ABS",3000 km,"₹34,000","1,49,000",2023,Petrol,"2,95,000",/assets/Scooters/Vespa/VXL 150.png
Vespa,SXL 125,Dual Tone,124.45,9.65,10.11,45,90,10.5s,CVT,7.4,Disc,Drum,CBS,Single Side Arm,Mono Shock,114.0,770.0,155.0,1290.0,"Premium Graphics, 2-Tone",3000 km,"₹30,000","1,41,000",2023,Petrol,"2,48,000",/assets/Scooters/Vespa/SXL 125.png
Vespa,SXL 150,Standard (STD),149.5,10.64,11.26,40,95,8.8s,CVT,7.4,Disc,Drum,Single ABS,Single Side Arm,Mono Shock,115.0,770.0,155.0,1290.0,"ABS Standard, High Torque",3000 km,"₹32,000","1,51,000",2015,Petrol,"2,90,000",/assets/Scooters/Vespa/SXL 150.png
Vespa,SXL 150,Racing Sixties,149.5,10.64,11.26,40,98,8.5s,CVT,7.4,Disc,Drum,Single ABS,Single Side Arm,Mono Shock,115.0,770.0,155.0,1290.0,"Retro Racing Livery, Gold Rims",3000 km,"₹35,000","1,58,000",2020,Petrol,"3,05,000",/assets/Scooters/Vespa/SXL 150.png
Vespa,SXL 150 Tech,V-Tech (Premium),149.5,10.64,11.26,40,98,8.2s,CVT,7.4,Disc,Drum,Single ABS,Single Side Arm,Mono Shock,116.0,770.0,155.0,1290.0,"Navigation, Voice Commands",3000 km,"₹32,000","1,62,000",2024,Petrol,"3,10,000",/assets/Scooters/Vespa/SXL 150.png
Vespa,GTS Tech (India),Flagship 150,155.1,12.5,12.2,38,105,7.5s,CVT,7.4,Disc,Disc,Dual ABS,Single Side Arm,Dual Shocks,122.0,780.0,160.0,1340.0,"TFT Screen, Keyless, TBT",3000 km,"₹40,000","1,85,000",2025,Petrol,"3,65,000",/assets/Scooters/Vespa/GTS Tech (India).png
Vespa,SXL 150,Justin Bieber,149.5,10.8,11.3,40,100,8.2s,CVT,7.4,Disc,Drum,Single ABS,Single Side Arm,Mono Shock,115.0,770.0,155.0,1290.0,All-White Monochromatic,3000 km,"₹45,000","6,45,000",2023,Petrol,"8,50,000",/assets/Scooters/Vespa/SXL 150.png
Vespa,VXL 150,Dragon Edition,155.1,12.5,12.4,38,105,7.5s,CVT,7.4,Disc,Disc,Dual ABS,Single Side Arm,Dual Shocks,122.0,780.0,160.0,1340.0,"Emerald Green, Varsity Jacket",3000 km,"₹50,000","14,25,000",2024,Petrol,"16,50,000",/assets/Scooters/Vespa/VXL 150.png
Vespa,SXL 125,Dual Tone (Spl),124.4,9.65,10.11,45,92,10.2s,CVT,7.4,Disc,Drum,CBS,Single Side Arm,Mono Shock,114.0,770.0,155.0,1290.0,"TFT Display, 2-Tone Paint",3000 km,"₹32,000","1,48,000",2025,Petrol,"2,65,000",/assets/Scooters/Vespa/SXL 125.png
Vespa,946,(RED) Edition,125.0,11.7,10.3,45,93,10.5s,CVT,8.5,Disc,Disc,Dual ABS+ASR,Single Arm,Gas Mono,147.0,805.0,140.0,1405.0,"All Red Paint, AIDS Charity",3000 km,"₹85,000","12,80,000",2017,Petrol,"15,20,000",frontend/public/assets/Scooters/Vespa/GTS Tech (India).png
Vespa,946,Christian Dior,155.1,12.5,12.4,38,105,8.2s,CVT,8,Disc,Disc,Dual ABS+ASR,Single Arm,Gas Mono,152.0,805.0,140.0,1405.0,"Dior Motif, Gold Accents",2500 km,"₹1,50,000","25,00,000",2021,Petrol,"28,50,000",frontend/public/assets/Scooters/Vespa/GTS Tech (India).png
Vespa,946,10th Anniv (Bunny),155.1,12.5,12.4,38,105,8.2s,CVT,8,Disc,Disc,Dual ABS+ASR,Single Arm,Gas Mono,152.0,805.0,140.0,1405.0,Lunar Calendar Graphics,2500 km,"₹1,20,000","13,50,000",2023,Petrol,"16,50,000",frontend/public/assets/Scooters/Vespa/GTS Tech (India).png
Vespa,946,Dragon Edition,155.1,12.5,12.4,38,105,8.2s,CVT,8,Disc,Disc,Dual ABS+ASR,Single Arm,Gas Mono,152.0,805.0,140.0,1405.0,"Emerald Dragon, Varsity Kit",2500 km,"₹1,30,000","14,25,000",2024,Petrol,"17,20,000",frontend/public/assets/Scooters/Vespa/GTS Tech (India).png
